code,qr_url,status,batch_name,assigned_to
PF-000187,https://farecoh.org/t/1d768d8dc39938278c9bee2dd36fe8339690fefe2b34e012335a3a4f1521cc6b,available,LOTE GENERAL 001,
PF-000188,https://farecoh.org/t/499aee753a933558699b2be7b52e9ab2f9890de60f3377bf567dfb65b85509f6,available,LOTE GENERAL 001,
PF-000189,https://farecoh.org/t/e9578535e84df35039a986ef02b3355d59cc595e511fc248476652e601febcb7,available,LOTE GENERAL 001,
PF-000190,https://farecoh.org/t/1237e26f90b4e5b7da1dbf760434b75cc90ad1aa94b6ea8dbb04f1d828ee395e,available,LOTE GENERAL 001,
PF-000191,https://farecoh.org/t/47529654c50ca445b8c64443d5632c9d1ca0fafbd4c895caacb22e31583f1fed,available,LOTE GENERAL 001,
PF-000192,https://farecoh.org/t/7f90ff5570fe3a1e9a1b911796d1bed0969f3b69100676f21f77d1367d9ec0f1,available,LOTE GENERAL 001,
PF-000193,https://farecoh.org/t/dc4893461886b7500461e77f338575ec9940dc251c8565741db906cb7b2c7982,available,LOTE GENERAL 001,
PF-000194,https://farecoh.org/t/9e38682125ba30daff9b36ceb1026f43b7124292f0220f7cb1a391de0155a6ac,available,LOTE GENERAL 001,
PF-000195,https://farecoh.org/t/e237f76a89473f0dce6fd4f6bfa41c762eb055e1a39af49bbd60dca58d13f86d,available,LOTE GENERAL 001,
PF-000196,https://farecoh.org/t/eb1126bd44ae00fcd3ebdfe40b979e0d85154b84196691fc6008e5c8fcd8e750,available,LOTE GENERAL 001,
PF-000197,https://farecoh.org/t/cd9d4a4440283b65182a7aad373d37c91de318d898754f62d3c5caa984239111,available,LOTE GENERAL 001,
PF-000198,https://farecoh.org/t/261603d48dc0008a6cab92ef373a18cd68c880e23a7b6f1dce6e43578a18d1ef,available,LOTE GENERAL 001,
PF-000199,https://farecoh.org/t/bb3c3cfc7828ef1f634d063ab1fe0907eaea5f230264cec2b7a3d1e49e0b5d08,available,LOTE GENERAL 001,
PF-000200,https://farecoh.org/t/c55be689eac4a942eb96ba7f6ba66104309f7b44e6bd3577436b06f163fbaf95,available,LOTE GENERAL 001,
PF-000201,https://farecoh.org/t/4a83a839a899e51c90cb435fdc90c837a0e0661e6750d96c9014f9e5c5378afb,available,LOTE GENERAL 001,
PF-000202,https://farecoh.org/t/1bdc16435e9f1f16a952eecd9938ce38b328cfc343cfcca049c390d2b7b90f67,available,LOTE GENERAL 001,
PF-000203,https://farecoh.org/t/5ba25dd0c3368c2b153e09a563d949eeb8c94a7aadb0143718e47f11cb1cc689,available,LOTE GENERAL 001,
PF-000204,https://farecoh.org/t/baf8702e22492c15426d9056ba925e1ff8bc6eb86bde30d149726d2d14dac470,available,LOTE GENERAL 001,
PF-000205,https://farecoh.org/t/ddd48ad3355f92315d180d8349432dd282a9e1f489ece9ed44ff61b721c0b73a,available,LOTE GENERAL 001,
PF-000206,https://farecoh.org/t/70a9d91821129da61cae2bf163c5e35714ccd15d2bdd1835761ec059ff4c0a2b,available,LOTE GENERAL 001,
PF-000207,https://farecoh.org/t/389a7b782029536dd0d734787e7bb6df1fb48ce0e94cfdf09f84c0be5e40a549,available,LOTE GENERAL 001,
PF-000208,https://farecoh.org/t/102b95d1d65784959b424d52214a6c1f2b9259eb5f978771dad346193458c3cd,available,LOTE GENERAL 001,
PF-000209,https://farecoh.org/t/929ee0c434b88cc15df8ff707a950017ca469a3d9c6d17500da705ec6c94a0ef,available,LOTE GENERAL 001,
PF-000210,https://farecoh.org/t/1f7b5cc4e34f74a97f10eec5c4eb2760e1a9982e7e86f5ce777fc3ec7139184f,available,LOTE GENERAL 001,
PF-000211,https://farecoh.org/t/d64188530b8edae26c6c788ce885a8e951525b36333c8fd05d40892171fdc5a0,available,LOTE GENERAL 001,
PF-000212,https://farecoh.org/t/0f586d9f129af982a3f01cd9a71bb7d6a11524f250893c4606f7cba4fc6dccde,available,LOTE GENERAL 001,
PF-000213,https://farecoh.org/t/6f5f7bfbd896dcd594df34240e79e03333afb55233cb54d3d8e1bc934748f04b,available,LOTE GENERAL 001,
PF-000214,https://farecoh.org/t/d6fe8cf9cd49b5b59a0d98f951a61e1a99d858aeec833af3c24d50c51f117da0,available,LOTE GENERAL 001,
PF-000215,https://farecoh.org/t/c15901df8a1d9970befb1b54ff4ba928bcf53009cecc86a0172ba722e000e3fd,available,LOTE GENERAL 001,
PF-000216,https://farecoh.org/t/5f6d19e84b4a23505a4a2f5d919861fceafdebcf64f595f99706c07a5b64e42c,available,LOTE GENERAL 001,
PF-000217,https://farecoh.org/t/1da92572cf6ac67b2fd84a8bfcc937e5b2635724e110bfd635bfc506eb77df9e,available,LOTE GENERAL 001,
PF-000218,https://farecoh.org/t/dae7aa7a0834419896a93509381fa36cdba003867432e729c2dfdbeb0e32a712,available,LOTE GENERAL 001,
PF-000219,https://farecoh.org/t/461aa690e3721934df4a98b03af41649ff8b74d3bbc888335c548b353e048d1a,available,LOTE GENERAL 001,
PF-000220,https://farecoh.org/t/99c1e46c5ca411c676df17c269f2fad3ba950b796041beeadf08d8740543f4ca,available,LOTE GENERAL 001,
PF-000221,https://farecoh.org/t/3853450227c74e7185250c0bc166fe7947b37b9fd58cb65736b8a5dec3d8f0fe,available,LOTE GENERAL 001,
PF-000222,https://farecoh.org/t/e532b7bc83bcde49e0d3f61501b6b4430ea50b9f948216c66bae1493dd9ac215,available,LOTE GENERAL 001,
PF-000223,https://farecoh.org/t/1c9cfa2b34147a5b35ba014545e27be685efd9dadcbd236583604f19366fc12a,available,LOTE GENERAL 001,
PF-000224,https://farecoh.org/t/775f9e3a13c5082eab66c063b2b43346445c4d97daa7db699d25e2095cb775b0,available,LOTE GENERAL 001,
PF-000225,https://farecoh.org/t/daf4b09fe4fb9064990500fba120143aa03ada60eb8d65e2658ce383f11f7ace,available,LOTE GENERAL 001,
PF-000226,https://farecoh.org/t/d57102fe0bfaa8eccb5054a2b7838453300a3b6a4f3ce655da0cfce4c60b7d03,available,LOTE GENERAL 001,
PF-000227,https://farecoh.org/t/a447366eb212c6d9aa698c393bca2400d7d3917709d18ba3a53a0ce8e82b9e1c,available,LOTE GENERAL 001,
PF-000228,https://farecoh.org/t/a505441b4a91b2210870d2ee35d6c36512d8e581a671f13ab1e0b07e2688cf1a,available,LOTE GENERAL 001,
PF-000229,https://farecoh.org/t/9f5cac764bbfef8b48309a173e9bdcad1f990b1289f236281064d8d1422bd7e5,available,LOTE GENERAL 001,
PF-000230,https://farecoh.org/t/fb79c85ade43070f62b8dcd0b70279b01c0d746b4002fdf28a6d31e4b187846b,available,LOTE GENERAL 001,
PF-000231,https://farecoh.org/t/e2f0b6ff4c13dad4281bc4acba2e55e16e374d7ca9de70c504d35e5c9de518a5,available,LOTE GENERAL 001,
PF-000232,https://farecoh.org/t/e39f6eb813fcd58b77fc418665b90c03cbccab45bb56859e28150524a3098a52,available,LOTE GENERAL 001,
PF-000233,https://farecoh.org/t/e2736fdb630d825453af12950f209f4f5fa8c0ce625c77f375103bb5af7409c8,available,LOTE GENERAL 001,
PF-000234,https://farecoh.org/t/0969ca802511c64ddb30380c97483871c3359b72931f026998cddc72965d40c8,available,LOTE GENERAL 001,
PF-000235,https://farecoh.org/t/5d0d236e6604205ebfca06a5998e4e2c486a94d5afffbe4a486b4e865b561838,available,LOTE GENERAL 001,
PF-000236,https://farecoh.org/t/57067b3b77ed255bc69d1bbcfa8368d25c210e52e36be6e95774bc1cb946f9d5,available,LOTE GENERAL 001,
PF-000237,https://farecoh.org/t/110494d9491092126de8e225a315dbffc13383198a2029e9738e41a6593d1caf,available,LOTE GENERAL 001,
PF-000238,https://farecoh.org/t/c0dbd8623011bcfa82524b1189b4d8c14accf682e41ea44dbf3cc3301387c9b7,available,LOTE GENERAL 001,
PF-000239,https://farecoh.org/t/0677d4700fa8833657e6e9b72c74c72846f6bdd0b0b752419c1ee76cba55dba8,available,LOTE GENERAL 001,
PF-000240,https://farecoh.org/t/06d2ca6397e23e85f9dd653787a0586dd0fee6a01ecab53f3a108f5853081f05,available,LOTE GENERAL 001,
PF-000241,https://farecoh.org/t/e20a1ee7b2d4143a52515c77b3a233e0d855a54a5337e242ad4b965dcf50e94a,available,LOTE GENERAL 001,
PF-000242,https://farecoh.org/t/92e60032cb2b6f5dc41435f3efb4491e05ded9d21961184f95895bb96fe45cec,available,LOTE GENERAL 001,
PF-000243,https://farecoh.org/t/a685f64e73fdac23e5a000aa3a3db684786dad6a112d8094c5bf6785de5c19af,available,LOTE GENERAL 001,
PF-000244,https://farecoh.org/t/040b792abb882ccd60c6b8b55bca6cd45ef2c93f93adf52abec8b33dc085f43d,available,LOTE GENERAL 001,
PF-000245,https://farecoh.org/t/f8cc382034f98d3b6321d6fb0b9c61be3ac66049d9a862ba87695f6157e8bb65,available,LOTE GENERAL 001,
PF-000246,https://farecoh.org/t/5a76e499312ec6602c840d91fe5fba3181e240cbac53f84b967624175ac2e488,available,LOTE GENERAL 001,
PF-000247,https://farecoh.org/t/6818d1ccc7ca35784cec47d0937301e0c4021dad8453166ad79835349bd848f6,available,LOTE GENERAL 001,
PF-000248,https://farecoh.org/t/5bc0fcd012e88e3da41d303b3f68b55ff3a52bf3fcf7d2a15bb603b20305bd80,available,LOTE GENERAL 001,
PF-000249,https://farecoh.org/t/d36e71331039831931ee3df20cd3bc9611bab94ab585b9b5bb5888ea6fbbb7e3,available,LOTE GENERAL 001,
PF-000250,https://farecoh.org/t/1bf3728b472fc93c903d294e8a27859245ff61a0209524b98ed1917b17489e77,available,LOTE GENERAL 001,
PF-000251,https://farecoh.org/t/73efcfea9d682171a49faaaa39b7fe61f685bd12ea068353fd78d80b39984434,available,LOTE GENERAL 001,
PF-000252,https://farecoh.org/t/6fc8077a0ec5bca49e106363c0099c9356a86f1110700cd8392ab47d5a5c6b17,available,LOTE GENERAL 001,
PF-000253,https://farecoh.org/t/d8165e76e305ab3319614037289f67ac6213c9decad3e15333a2aea90466e145,available,LOTE GENERAL 001,
PF-000254,https://farecoh.org/t/dd500270a272b4a207730b6b97d11b2215fdc358b64654907fd5f3ed8ef1d577,available,LOTE GENERAL 001,
PF-000255,https://farecoh.org/t/4f7d2d313185e29b24d6d5f11beb2256684607551457f06caff960eb2fe3dab8,available,LOTE GENERAL 001,
PF-000256,https://farecoh.org/t/c87412bf373df10f91478e3c9bcde78131365b68f2937d9d2a6dbee35639f2c0,available,LOTE GENERAL 001,
PF-000257,https://farecoh.org/t/5fa072220d21ff325f61e0871f17c38d155a349777e438366556619e38ff5548,available,LOTE GENERAL 001,
PF-000258,https://farecoh.org/t/5f0005b1a39564a515329ffa2b3d1076ee38739805f589c0ccaf7263a0af0d90,available,LOTE GENERAL 001,
PF-000259,https://farecoh.org/t/3774beb54fa12e4d7dd83f179a16b0676fa50a1448bf48db24b9909bb9309c12,available,LOTE GENERAL 001,
PF-000260,https://farecoh.org/t/7e110460a4c6fbff24e668e6e41dfc372cdef372179879abffc66c7088b0d8f7,available,LOTE GENERAL 001,
PF-000261,https://farecoh.org/t/a40630484efda3ddc041751621b7183494bb1c5af7f8025e96910897aaf28fa3,available,LOTE GENERAL 001,
PF-000262,https://farecoh.org/t/cd27c9b8a3d18d69ad7afbcb5ab7f39e357424139813908444bf379b1654509e,available,LOTE GENERAL 001,
PF-000263,https://farecoh.org/t/cbf452ac37c8397a292f1e70c1e19ffa42ab16c7c320dc5618224dbf9a8095de,available,LOTE GENERAL 001,
PF-000264,https://farecoh.org/t/ff0471ee9adfeea48a8a3672722347364d2a64085daf4e795bf0032d4a6ed55a,available,LOTE GENERAL 001,
PF-000265,https://farecoh.org/t/58ed33dee78c11ee16395f58ba88cb279e892ccff3a9373d0ff3de0d66bd89c4,available,LOTE GENERAL 001,
PF-000266,https://farecoh.org/t/a533538379af32808b9dfa7ad018959951b6349bbf02d3bdef33396a1f51e7b3,available,LOTE GENERAL 001,
PF-000267,https://farecoh.org/t/8f74c038636b80d9c585247a56cf1782e9c321db2a9dca5495c621914e118694,available,LOTE GENERAL 001,
PF-000268,https://farecoh.org/t/9cf99d6a9a9e92d025cfa0bfa7d078daf6b0712b2467c9cfb2f1b231ace65049,available,LOTE GENERAL 001,
PF-000269,https://farecoh.org/t/7ab5c7125e1afad1991c076ca658df6b5d00e79b0b9dcf46d2721055b93e413d,available,LOTE GENERAL 001,
PF-000270,https://farecoh.org/t/7c2a9a15859e10ae10aa0b484df97339bfe2f77acf1e88fc840f668d7c42a6bf,available,LOTE GENERAL 001,
PF-000271,https://farecoh.org/t/af275ce5c93890f64b23e1b52077e90d10f31a53c2d4b166dec5d01a89713b5e,available,LOTE GENERAL 001,
PF-000272,https://farecoh.org/t/6652245a2a76907bd2d148ee16a8a8c2afc495829f8e18701b6047ead3ae44ae,available,LOTE GENERAL 001,
PF-000273,https://farecoh.org/t/86a1694e0d6bf638ec06027bc05d345733970349adf03c7471076aeff3e0e8b2,available,LOTE GENERAL 001,
PF-000274,https://farecoh.org/t/1246b5ee64b36b073a8aba0bdd273bfeea5d08373845714e661b0d9c49c683dd,available,LOTE GENERAL 001,
PF-000275,https://farecoh.org/t/f741520de2506c9c1c9536eddee95cd855eef3f8940090d95d1b860c9ec2c43c,available,LOTE GENERAL 001,
PF-000276,https://farecoh.org/t/2a7acb1c8bdfcc28737a54ca3778b26e948dbaad982c7c6fffdb3cdd5f984191,available,LOTE GENERAL 001,
PF-000277,https://farecoh.org/t/221fd65ec73c535465ae2555782e72af301c8695b8eb57005f9c68724b9d02bb,available,LOTE GENERAL 001,
PF-000278,https://farecoh.org/t/cf590a52230211c19e8b4e2c81c4479071ead129a4b9b2986075815722c9981a,available,LOTE GENERAL 001,
PF-000279,https://farecoh.org/t/892e8c7e2e666b4ebd84e55414d437e527570f113f2c06e88ef6cb8bc797951a,available,LOTE GENERAL 001,
PF-000280,https://farecoh.org/t/2ee7b6ed5342d4c449fdf1002d936e0a51c43f37069ec56c9e2ccc229d815c28,available,LOTE GENERAL 001,
PF-000281,https://farecoh.org/t/f5e2e1269d96f64b38f09f1a1c24ff9a219074a0af6fc8199b97c01b4027a366,available,LOTE GENERAL 001,
PF-000282,https://farecoh.org/t/f2814f48572a11c104973113ff8beb1ff912031d363ddc56bd66c1831aab2e53,available,LOTE GENERAL 001,
PF-000283,https://farecoh.org/t/2c8bd38b8ec74ca0c5f26fda26b91b5714cec24173dd9978a5438e6b34f83fe1,available,LOTE GENERAL 001,
PF-000284,https://farecoh.org/t/087d21ca0e84209c5fe184cd4ba0730a5ba9e9bb2acac4ae724b1a08fbff2d03,available,LOTE GENERAL 001,
PF-000285,https://farecoh.org/t/5fc25f9500edcd36b2b3931acf4e292f3066b6b6031b8f66887cb76c7c4b2e4a,available,LOTE GENERAL 001,
PF-000286,https://farecoh.org/t/c3f4f44034ba0b09ad2e84b0c5c6b34bac9e1002661abd053f2deaa9c7a74300,available,LOTE GENERAL 001,
PF-000287,https://farecoh.org/t/bfdc83d323170438ecc30a5ebb25684053f9e312283742af461a50ecda479f81,available,LOTE GENERAL 001,
PF-000288,https://farecoh.org/t/dc07629610ab445fcf0c018bce5c010885e8e44a0a40bbedac6fb541918e5c88,available,LOTE GENERAL 001,
PF-000289,https://farecoh.org/t/57da6c851024670e2e36827c28361e8daa5b746553d8242db6a87d383e553732,available,LOTE GENERAL 001,
PF-000290,https://farecoh.org/t/20c6237daa4e394094af78f6f977f17ef3347aafd0f6fba5577f33b2d734aed8,available,LOTE GENERAL 001,
PF-000291,https://farecoh.org/t/f45eb20ba54c844382d10ebf542ed959ff796de3bd652f0047ce76d3d207928e,available,LOTE GENERAL 001,
PF-000292,https://farecoh.org/t/01925afe40e57c6f7a7e55bc9a3ae68df684943871f1192b52b25d62ed4e4802,available,LOTE GENERAL 001,
PF-000293,https://farecoh.org/t/4f7135694f75b94ed15b793ebc3521209b4128848e84e2b98961940fbbdfc088,available,LOTE GENERAL 001,
PF-000294,https://farecoh.org/t/ddb34cc87cc71de9a44fb9c0a7c60520eef77d75a5606dc58ba19377cf68cbae,available,LOTE GENERAL 001,
PF-000295,https://farecoh.org/t/5f758071b284e272a24e391e2a607487f7d2533be87004c08d005ec60572ce5d,available,LOTE GENERAL 001,
PF-000296,https://farecoh.org/t/b2a4b23f90b30c85036e56f3efbaa97cc046412fca7e50ffd2e2dc00b2a3af8b,available,LOTE GENERAL 001,
PF-000297,https://farecoh.org/t/78740aa97942d564a4b5f88f6ee11f863813c41e3e95578c1332b3a3a8b860aa,available,LOTE GENERAL 001,
PF-000298,https://farecoh.org/t/770dac4a1386f7b9e47ce581e962492d8d5fb74d0fe4e3fa42c0386ba88d4266,available,LOTE GENERAL 001,
PF-000299,https://farecoh.org/t/8e1fe2807926f5f3aa1eecaa754f5a7add01ae802f301e3ec6ef4abfc3d9b03f,available,LOTE GENERAL 001,
PF-000300,https://farecoh.org/t/5c6f7cca136a727d189270722d4e7cbd421720c31210afe28f1a79f547dac3d7,available,LOTE GENERAL 001,
PF-000301,https://farecoh.org/t/5ec52d26a81d0f1af9fef40cf1db499b7d7d2952b99fa67ef4b60089cafe9844,available,LOTE GENERAL 001,
PF-000302,https://farecoh.org/t/06c4a4da6c6455e02e5d01287bca104fdbe5df9665dcd87342c87644367a8e49,available,LOTE GENERAL 001,
PF-000303,https://farecoh.org/t/4e2586261c430c5361cf9befff3eb2d3fba87ce9e703f8002659b8d90c70fd7c,available,LOTE GENERAL 001,
PF-000304,https://farecoh.org/t/70f7fe43cf0662d7bb7d2fa8a1552e4f2ebab138dac0e5dcfe3745904f063066,available,LOTE GENERAL 001,
PF-000305,https://farecoh.org/t/0a6bc52af8332b8dc87ad86201389899e973ac7570769e04e8aacbd09fb097fa,available,LOTE GENERAL 001,
PF-000306,https://farecoh.org/t/f61057ce92bff313fa05df5653a2127a9e510c5b6661820383e22dc2586473c8,available,LOTE GENERAL 001,
PF-000307,https://farecoh.org/t/2608f51448a1d1a8bc26bfa0808da2366e78c86b7664bc9cf120252b4302d9cd,available,LOTE GENERAL 001,
PF-000308,https://farecoh.org/t/04f556d184457b9f7c97cb1d2992ae6ff4ef85b17b1c7711cbfbc119d9b9780f,available,LOTE GENERAL 001,
PF-000309,https://farecoh.org/t/a145f6cd2b32150538f8ef5da0325bb92b59d2a5f09076fff09baa3fcf4c0e3f,available,LOTE GENERAL 001,
PF-000310,https://farecoh.org/t/1c27713eef38ef19f99f1f751a868bd458179fea16247109a2e0fe9ec0a115d4,available,LOTE GENERAL 001,
PF-000311,https://farecoh.org/t/9e2fb19e5e5f397cf05e1cabf8f2faa7702c50743dacfde28b3d85bcf5ddb9c0,available,LOTE GENERAL 001,
PF-000312,https://farecoh.org/t/3d72597f1ca79d3d7e0d34c64de5b726be68a7d5ba036e7181a10831ee2aa894,available,LOTE GENERAL 001,
PF-000313,https://farecoh.org/t/5e608b3aaadd117e6cb41e0c368eefb5fc3552feafc9434464a2fbc8d77daa7d,available,LOTE GENERAL 001,
PF-000314,https://farecoh.org/t/da74bde95e86bfa6725ca52258ef9f810b7c646b83202cb898e0f76ca3b57dd7,available,LOTE GENERAL 001,
PF-000315,https://farecoh.org/t/afeab9b4a4e77f6b4b4e29ed680e7d7b059f6c4a90e9ba143337ab8ff1fee472,available,LOTE GENERAL 001,
PF-000316,https://farecoh.org/t/8eac585219c37c233e1b7c4bf275f24e2e89e0a86e52e0a5637dc378e1dc0b5a,available,LOTE GENERAL 001,
PF-000317,https://farecoh.org/t/6c4769fa9c137051d92728ce5606f1da42d20be737086c419ec6e72abe0e3a26,available,LOTE GENERAL 001,
PF-000318,https://farecoh.org/t/89289636c4b06215a90089e2b36385ebee8f7cee14910916611eb13ccc188318,available,LOTE GENERAL 001,
PF-000319,https://farecoh.org/t/c8177a2b21430b26b9021ac98e29582a2c0db1b7e62532fc95437f347a8f4f81,available,LOTE GENERAL 001,
PF-000320,https://farecoh.org/t/cfb4b42acb7d54d6813c58103cfb427afa45dc12acebe34415e1da8cf7314806,available,LOTE GENERAL 001,
PF-000321,https://farecoh.org/t/e87ac07b212f52864fb1dd3f15567a710c365e0f6a945c2e2d6e5e56bf391cf0,available,LOTE GENERAL 001,
PF-000322,https://farecoh.org/t/70d7f59d4ae08ef974ac4700986f12a1720831d6980c9851a6db4f7cfed4c07a,available,LOTE GENERAL 001,
PF-000323,https://farecoh.org/t/6e243ed1a3a7a8f77cf7d7d5d2086c9ebbfcfc286e3fca5903cee4a08d76d7c2,available,LOTE GENERAL 001,
PF-000324,https://farecoh.org/t/81b296d194fd1dde0449af9f1d573e0c2a541b65fa91ba6a2fd88337eb7bfdd4,available,LOTE GENERAL 001,
PF-000325,https://farecoh.org/t/0917f3e3b23d4b7449b9b798bd56c0d69eb94bf39151d8d62998ce8f5f6c3435,available,LOTE GENERAL 001,
PF-000326,https://farecoh.org/t/a7b1584c19ed99ba4e5bd05216392eb929da24fd5dde54393b270a6f32f0ce8d,available,LOTE GENERAL 001,
PF-000327,https://farecoh.org/t/8f4d28d0f06f72323faaa80e8ab10ba918dca756b39a60a2269534433b7ab0a6,available,LOTE GENERAL 001,
PF-000328,https://farecoh.org/t/9ddb611fea4fa8dd5ce6acbdbba92cf6b4d7ce23788c9df33c70bc5952799ce0,available,LOTE GENERAL 001,
PF-000329,https://farecoh.org/t/d24fa494dab1eaa8c7977239479d4b210ef765a3c4592f680ab4bb36ebe98d4e,available,LOTE GENERAL 001,
PF-000330,https://farecoh.org/t/d5ba743bd238bcc7e0c17bea73f929df0ce721b8f85779b2fb650141fd67d290,available,LOTE GENERAL 001,
PF-000331,https://farecoh.org/t/c7d2c69922e7dd518ab7c7663edc1e007f1a32f224c4386f0dbee47b9f86d605,available,LOTE GENERAL 001,
PF-000332,https://farecoh.org/t/b64bc2eb4aa1e723e20773d3c543537d635147d5e34f863a313c33c6ca7625e8,available,LOTE GENERAL 001,
PF-000333,https://farecoh.org/t/4bcf61d56c06d8b5d8cf00590832dc40070e83028942679bfcae24039205975b,available,LOTE GENERAL 001,
PF-000334,https://farecoh.org/t/b6b1c3a41ef58865659c884755c5dabbe5de45aa4dff8b1e4820e85e95477c02,available,LOTE GENERAL 001,
PF-000335,https://farecoh.org/t/0710cfcf7ed6e560dd4a25137bab956fd34aa1035263ebccfe7c4570981a547d,available,LOTE GENERAL 001,
PF-000336,https://farecoh.org/t/92780644d4a788b367e88802f8706d8daf9059e12b2f3673482fbfbe9870fa9e,available,LOTE GENERAL 001,
PF-000337,https://farecoh.org/t/1bdd0b27990af4bb8af1105824e1cdcb3e0ef220f71328e55bc7fdc921453197,available,LOTE GENERAL 001,
PF-000338,https://farecoh.org/t/2747830e9cb7a6d62abc60802d5e3072bfa7ef149dbae26bc17943e0e8f51353,available,LOTE GENERAL 001,
PF-000339,https://farecoh.org/t/91975424bae699cdf0ba43e90aa84b73fe05f15397d0898d0bb38370b03e404e,available,LOTE GENERAL 001,
PF-000340,https://farecoh.org/t/925c5e185018e0b35dd32c16a58207ae76ced040bed6a5c42fb68322290fb7bb,available,LOTE GENERAL 001,
PF-000341,https://farecoh.org/t/5839abda96d9925a00af60c4f21acc62dbf05e6b9a6bb675d41574adb38e0052,available,LOTE GENERAL 001,
PF-000342,https://farecoh.org/t/c585bedfc336034c3fdb3891c17abbb1201fc65ff748cb05d8bb96f10f3ad7ad,available,LOTE GENERAL 001,
PF-000343,https://farecoh.org/t/c46a04b70c35def97988ea9add18fa0c2a1a23a8ae163f5b16303c8ca3aef9b0,available,LOTE GENERAL 001,
PF-000344,https://farecoh.org/t/dba93f98c5f6ba64db1e4d6d198ad7c3d8525a6dc064945e2308409f141f435c,available,LOTE GENERAL 001,
PF-000345,https://farecoh.org/t/f208e12a9578a902271fc37272dad297e08ccfcc6cddb0675bd12886700380ca,available,LOTE GENERAL 001,
PF-000346,https://farecoh.org/t/1fcea23cf45af235fff770155cbb3fb6cd3f4ddfbd3eb81f05a7961aa8165aea,available,LOTE GENERAL 001,
PF-000347,https://farecoh.org/t/3ea3b41fc7ba97f812cced4e1ed603d05486cbdab57fc570dc662637cb574cdc,available,LOTE GENERAL 001,
PF-000348,https://farecoh.org/t/524aeb2592319fca4c55c07e511904602f1f1a35c2defd3da1e9013d97f4861c,available,LOTE GENERAL 001,
PF-000349,https://farecoh.org/t/8e8c921b9f531db1941f436b9677092bf33ba6b861d424058e08d8ebbe0780fa,available,LOTE GENERAL 001,
PF-000350,https://farecoh.org/t/b9c2618f6ef708336944af3ea9ed83a6f58a8bff0171056b743693164e3b1071,available,LOTE GENERAL 001,
PF-000351,https://farecoh.org/t/3d7dc1eac0a5a9f0ad1f9d85c8236f2fc092d1bc6a42bb14aa0f63e79dbaeaf8,available,LOTE GENERAL 001,
PF-000352,https://farecoh.org/t/3c0f67d85a808449b0713ca19352ec519ad0768a6063750d27399bd76dc67212,available,LOTE GENERAL 001,
PF-000353,https://farecoh.org/t/3324ec9c8c0f073a966a24c6f5d90e4e1e34b6135c226d2e71a345f60deccbf4,available,LOTE GENERAL 001,
PF-000354,https://farecoh.org/t/3d7df9a8845b9a06b76ed94362c00d4cf23c67f6a28b080c548ecaeb397b9830,available,LOTE GENERAL 001,
PF-000355,https://farecoh.org/t/cf6b16961736e01eff0c0b218d484d723471feba779ffd1f3a80e9ae9b655ba2,available,LOTE GENERAL 001,
PF-000356,https://farecoh.org/t/bf24dce1076430e21603bd2606335e51e9883c17a10c8609b5e5b3a508aaaf8f,available,LOTE GENERAL 001,
PF-000357,https://farecoh.org/t/7832fff0e6485000a1d7871201b21d5a4bb61679644e4619d117a891c7f20d53,available,LOTE GENERAL 001,
PF-000358,https://farecoh.org/t/8bd4cef1679ad60cd505ac4d99c0278b300a52ffb724930ae79fae950517844b,available,LOTE GENERAL 001,
PF-000359,https://farecoh.org/t/44b823a374066d1ab09e60980b902d7437f4c78018dfc443b0487f3fa24c77cb,available,LOTE GENERAL 001,
PF-000360,https://farecoh.org/t/8714b163ff82c7ae6a0a7ce6ec681d94ffb53933e4fe35279d8152d4c9505260,available,LOTE GENERAL 001,
PF-000361,https://farecoh.org/t/48a27ea5cb5b29d597d9e7d19cb679d481c421303249b785ebd86588cf7bdee8,available,LOTE GENERAL 001,
PF-000362,https://farecoh.org/t/dd5b1fece3e0d13aec6586b289c1b94f216f3e28d6df4219acacde058dda9f47,available,LOTE GENERAL 001,
PF-000363,https://farecoh.org/t/3af504e7c32e4899d69141a53744e8497c01169ad1db5c8ba0e6ee2829af8218,available,LOTE GENERAL 001,
PF-000364,https://farecoh.org/t/61a8c78c1d2228047edabd28f34ea9752bae6bda00a4a0e1b7e6913f2420d280,available,LOTE GENERAL 001,
PF-000365,https://farecoh.org/t/b31bc4e787c5c2470aaaaa0abac1e4e8dc1f85684d80f88a33a5bd0aace25450,available,LOTE GENERAL 001,
PF-000366,https://farecoh.org/t/61e18ddef13df39fb8d6081645ae23f50fc5deac99a0930ea9cfa9b2b12f7c38,available,LOTE GENERAL 001,
PF-000367,https://farecoh.org/t/ef192d65ca3877ab0744795c766ec2b4afea47fe55626e4b00e6a37a29172bbe,available,LOTE GENERAL 001,
PF-000368,https://farecoh.org/t/b95f3c17197afef8e5406648da6cb6ad89b15af603fb9fe1a64dc644850dfc67,available,LOTE GENERAL 001,
PF-000369,https://farecoh.org/t/d533ee31dd348c6b470890b7728dbc1c4960504884385ade7f4666a969b26d80,available,LOTE GENERAL 001,
PF-000370,https://farecoh.org/t/d4ac141eca28dcc18707f5e2fb9eefdb2bc3a1d4268f6ce840a29f49a08e1b7b,available,LOTE GENERAL 001,
PF-000371,https://farecoh.org/t/f20f1b465339716eb0fc4de1283c073d0656ff9927608338d6f418c919b24c14,available,LOTE GENERAL 001,
